phase_name,dt_s,t_cmd_nm,grade,p_aux_w,time_s,v_mps,v_kph,a_mps2,soc,motor_torque_actual_nm,motor_speed_rpm,battery_power_w,cumulative_energy_kwh,f_roll_n,f_aero_n,f_grade_n,f_drive_n,f_net_n
平路加速,0.1,180.0,0.0,800.0,2.0000000000000004,6.111000425986125,21.999601533550052,3.05024958118544,0.8498228840351267,180.0,1788.321539575648,36525.856904785825,0.010626957892396803,194.23800000000003,13.172771689185717,0.0,5240.322580645161,5032.911808955975
平路加速,0.1,180.0,0.0,800.0,2.1000000000000005,6.415939295778359,23.097381464802094,3.0493886979223372,0.8498051273382958,180.0,1877.5587693399225,38354.4651546586,0.01169235970224843,194.23800000000003,14.59322907330698,0.0,5240.322580645161,5031.491351571854
平路加速,0.1,180.0,0.0,800.0,2.2000000000000006,6.720787696401515,24.194835707045453,3.0484840062315577,0.8497865243086183,180.0,1966.769524230617,40182.54410348454,0.01280854148290078,194.23800000000003,16.085970363085547,0.0,5240.322580645161,5029.998610282075
平路加速,0.1,180.0,0.0,800.0,2.3000000000000007,7.025541252137793,25.291948507696056,3.0475355573627816,0.8497670752032943,180.0,2055.952523738837,42010.06750000388,0.013975487802345333,194.23800000000003,17.650910996566353,0.0,5240.322580645161,5028.433669648594
平路加速,0.1,180.0,0.0,800.0,2.400000000000001,7.33019559264456,26.388704133520417,3.04654340506767,0.8497467802916626,180.0,2145.106488928677,43837.009124435186,0.01519318250024631,194.23800000000003,19.287962283502306,0.0,5240.322580645161,5026.796618361658
平路加速,0.1,180.0,0.0,800.0,2.500000000000001,7.6347463532039,27.48508687153404,3.0455076055933983,0.8497256398551858,180.0,2234.2301425102473,45663.34278997347,0.016461608688856683,194.23800000000003,20.997031416061517,0.0,5240.322580645161,5025.087549229099
平路加速,0.1,180.0,0.0,800.0,2.600000000000001,7.939189174971483,28.58108102989734,3.0444282176758364,0.8497036541874338,180.0,2323.3222089125015,47489.04234428454,0.017780748753975697,194.23800000000003,22.778021480031764,0.0,5240.322580645161,5023.306559165129
平路加速,0.1,180.0,0.0,800.0,2.700000000000001,8.243519705224735,29.676670938809046,3.043305302532513,0.8496808235940676,180.0,2412.381414355863,49314.08167099497,0.01915058435594778,194.23800000000003,24.630831466519798,0.0,5240.322580645161,5021.4537491786405
平路加速,0.1,180.0,0.0,800.0,2.800000000000001,8.54773359761025,30.7718409513969,3.0421389238551555,0.8496571483928217,180.0,2501.406486924627,51138.43469117781,0.02057109643070272,194.23800000000003,26.555356284143198,0.0,5240.322580645161,5019.529224361017
平路加速,0.1,180.0,0.0,800.0,2.9000000000000012,8.85182651239046,31.866575444605655,3.040929147802096,0.8496326289134861,180.0,2590.3961566391463,52962.07536483383,0.022042265190836994,194.23800000000003,28.55148677171206,0.0,5240.322580645161,5017.533093873449
平路加速,0.1,180.0,0.0,800.0,3.0000000000000013,9.155794116689476,32.960858820082116,3.0396760429901626,0.8496072654978878,180.0,2679.349155527773,54784.977692367975,0.023564070126736104,194.23800000000003,30.61910971139811,0.0,5240.322580645161,5015.465470933763
平路加速,0.1,180.0,0.0,800.0,3.1000000000000014,9.459632084738129,34.05467550505726,3.038379680486525,0.8495810584998711,180.0,2768.264217698566,56607.11571606101,0.025136490007737797,194.23800000000003,32.758107842388284,0.0,5240.322580645161,5013.3264728027725
平路加速,0.1,180.0,0.0,800.0,3.2000000000000015,9.763336098118137,35.14800995322529,3.0370401338000796,0.8495540082852778,180.0,2857.1400794107503,58428.46352153613,0.026759502883336023,194.23800000000003,34.96835987502016,0.0,5240.322580645161,5011.116220770141
平路加速,0.1,180.0,0.0,800.0,3.3000000000000016,10.066901846005395,36.24084664561942,3.0356574788725865,0.8495261152319263,180.0,2945.9754791459045,60248.99523922026,0.028433086084425477,194.23800000000003,37.24974050539624,0.0,5240.322580645161,5008.834840139764
平路加速,0.1,180.0,0.0,800.0,3.4000000000000017,10.370325025412345,37.33317009148445,3.034231794069502,0.8494973797295903,180.0,3034.7691576788948,62068.68504580003,0.03015721622458659,194.23800000000003,39.602120430473924,0.0,5240.322580645161,5006.482460214686
平路加速,0.1,180.0,0.0,800.0,3.5000000000000018,10.673601341429407,38.424964829145864,3.0327631601706173,0.8494678021799765,180.0,3123.519858148522,63887.50716567215,0.03193186920141081,194.23800000000003,42.02536636362833,0.0,5240.322580645161,5004.059214281532
平路加速,0.1,180.0,0.0,800.0,3.600000000000002,10.976726507465436,39.51621542687557,3.03125166036029,0.8494373829967022,180.0,3212.226326127896,65705.43587238812,0.03375702019786604,194.23800000000003,44.51934105068454,0.0,5240.322580645161,5001.565239594476
平路加速,0.1,180.0,0.0,800.0,3.700000000000002,11.279696245487179,40.606906483753846,3.0296973802174243,0.8494061226052716,180.0,3300.887309694501,67522.44549009288,0.035632643683701955,194.23800000000003,47.08390328641606,0.0,5240.322580645161,4999.000677358745
